id,contentLength,ari,colemanIndex,fleschKincaid,fleschReading,gunningFox,smog,sentenceCount,wordCount,nTag,perplexity,loc,hasAnswer,hasCode
23950035,305,6.339,5.108,7.515,77.698,10.8,10.126,4,82,2,0,7,t,t
23950036,377,44.761,7.574,37.607,-5.358,40.4,17.122,1,95,3,0,13,t,t
23950037,823,11.789,11.22,11.874,48.45,12.8,12.162,8,173,3,0,8,f,t
23950040,338,4.667,6.186,6.012,76.597,6.8,7.794,6,83,5,0,6,t,t
23950043,1317,14.095,9.304,13.302,54.732,16,13.187,10,309,3,0,12,t,t
23951011,211,1.505,3.627,3.786,88.582,4.8,5.684,5,58,3,0,2,f,f
23950048,460,11.825,6.967,10.43,71.044,12.4,8.842,4,114,5,0,9,f,t
23950051,272,6.066,7.112,7.498,71.141,9.2,9.516,4,67,2,0,4,t,t
23950052,320,17.467,10.019,15.456,49.261,18.4,14.555,2,73,1,0,9,f,t
23950053,202,10.098,6.996,9.5,71.48,11.6,8.842,2,50,1,0,5,t,t
23950066,136,14.733,10.04,12.868,58.022,16,13.024,1,31,1,0,4,f,t
23950056,633,8.633,6.502,9.476,67.839,12,11.208,7,160,5,0,6,t,t
23950060,653,13.86,8.698,13.642,53.183,17.2,14.265,5,157,3,0,2,f,f
23950068,528,12.755,12.818,11.93,46.937,14,13.024,5,105,4,0,56,f,t
23950072,412,7.551,6.311,9.008,67.886,10.8,9.889,5,105,3,0,4,t,t
23950074,351,4.588,7.412,5.815,74.235,8,9.236,7,82,2,0,5,f,t
23950077,123,6.26,8.074,7.149,68.746,9.6,10.126,2,28,2,0,2,f,f
23950078,802,22.201,9.062,20.511,32.613,24,17.694,4,190,1,0,6,f,f
23950081,364,2.316,5.504,4.942,77.836,8,9.151,9,92,4,0,8,t,t
23950084,481,18.021,13.109,15.934,39.009,18,15.021,3,98,5,0,5,f,t
23950085,254,8.349,7.726,8.976,66.925,12.4,11.855,3,61,2,0,5,f,t
23950088,411,10.184,6.477,10.888,63.307,14,12.162,4,104,4,0,9,t,t
23950089,249,15.003,13.754,15.403,27.375,16.8,15.248,2,48,2,0,3,f,f
23950093,181,4.329,8.536,5.606,68.764,5.6,7.554,5,39,1,0,2,f,f
23950096,274,14.523,7.589,14.966,49.209,18.8,15.248,2,69,3,0,5,t,t
23950097,190,20.897,11.495,20.259,22.844,24,19.287,1,41,1,0,4,f,t
23950101,261,15.211,12.763,14.519,37.276,14.8,13.024,2,52,1,0,9,t,t
23950102,360,43.608,6.757,35.757,6.125,38.4,11.208,1,94,2,0,4,t,t
23950105,309,5.475,6.467,5.521,82.194,8,8.239,5,75,3,0,2,t,f
23950106,365,8.216,4.486,8.861,76.503,10.4,7.169,4,101,2,0,6,t,t
23950108,142,3.908,6.799,5.836,73.408,7.6,8.842,3,34,5,0,5,t,t
23950109,88,1.012,2.135,3.549,92.771,6.4,7.169,2,26,3,0,5,t,t
23950110,132,14.774,10.967,15.137,36.408,16.8,14.555,1,28,1,0,13,f,t
23950134,569,10.427,10.011,10.943,53.713,13.2,12.745,6,125,4,0,17,t,t
23950115,545,6.441,7.893,7.812,67.997,10.8,10.952,8,130,3,0,14,f,t
23950119,198,3.472,5.524,5.333,79.092,8,8.842,4,50,1,0,4,t,t
23950127,439,12.317,10.708,12.279,48.883,14.8,13.817,4,94,2,0,4,f,t
23950132,449,9.211,8.387,10.581,56.606,13.6,12.688,5,105,2,0,3,f,t
23950133,171,9.588,10.421,9.484,60.014,13.6,13.024,2,37,5,0,9,t,t
23950142,1156,18.671,13.804,17.9,25.251,20,17.288,7,230,4,0,17,t,t
23950144,307,11.026,9.406,11.508,53.525,13.6,12.458,3,69,2,0,2,f,f
23950148,21,-1.945,-0.185,0.517,102.045,2.4,3.129,1,6,2,0,8,t,t
23950164,550,6.36,7.557,8.372,64.651,11.6,11.698,8,133,4,0,6,t,t
23950178,136,15.158,10.822,14.437,43.207,19.6,17.122,1,29,2,0,6,f,t
23950180,333,18.308,7.007,17.096,49.078,19.2,12.162,2,86,3,0,8,f,t
23950184,288,15.437,6.23,15.516,52.394,18.8,13.817,2,77,2,0,2,t,f
23950185,255,8.76,8.657,11.08,50.653,17.6,15.903,3,59,5,0,4,f,t
23950188,396,7.599,7.496,7.631,74.547,10.4,9.889,5,96,3,0,8,f,t
23950189,695,8.91,10.859,9.321,57.528,12,12.061,9,148,3,0,8,t,t
23950192,139,14.909,9.009,13.371,57.976,15.6,11.208,1,33,2,0,6,f,t
23950194,471,3.823,5.513,5.333,80.377,7.2,7.794,9,119,2,0,13,f,t
23950202,1066,12.762,9.145,12.158,55.789,14.8,13.205,9,242,2,0,5,f,t
23950203,283,6.028,8.658,8.241,58.417,9.6,10.355,5,63,5,0,2,f,f
23950216,1729,53.958,21.367,45.094,-65.566,45.2,29.1,3,274,4,0,4,f,t
23950224,130,13.564,6.077,12.894,64.956,14,3.129,1,35,1,0,2,f,f
23950228,207,3.819,5.647,5.365,79.755,8,8.842,4,52,4,0,10,t,t
23950231,309,16.973,10.965,16.411,37.96,18,14.555,2,68,5,0,5,f,t
23950235,586,13.664,12.205,13.921,37.649,16,14.837,5,119,3,0,2,f,f
23950238,489,12.67,7.616,11.56,66.951,13.6,9.516,4,123,1,0,8,f,t
23950242,176,6.718,9.48,7.361,64.852,7.6,8.842,3,38,2,0,4,t,t
23950244,258,9.886,13.859,11.461,34.268,14.8,13.024,4,48,4,0,9,t,t
23950248,220,8.043,12.335,8.361,54.268,9.2,10.126,4,43,3,0,2,f,f
23950250,133,14.451,9.312,13.81,49.485,17.2,14.555,1,30,2,0,4,f,t
23950252,197,21.901,8.374,19.355,41.79,21.6,13.024,1,48,2,0,4,f,t
23950253,1726,75.23,22.855,60.372,-103.558,62.4,35.946,2,263,5,0,10,t,t
23950254,124,13.701,10.25,12.421,54.097,13.6,11.208,1,27,2,0,4,f,t
23950259,848,8.642,8.426,9.713,60.693,12.4,12.162,10,198,4,0,4,t,t
23950263,178,6.567,9.083,8.542,56.978,8,8.842,3,39,3,0,6,f,t
23950278,864,30.717,15.23,26.452,2.782,29.6,22.361,3,164,2,0,7,t,t
23953046,228,4.335,5.354,6.341,75.428,10.4,10.686,4,58,2,0,2,t,f
23950272,1197,14.543,9.705,14.302,45.165,16.8,14.555,9,266,4,0,11,t,t
23950273,255,4.587,7.232,5.807,74.805,9.2,9.889,5,60,4,0,2,f,f
23950281,110,3.686,4.541,3.086,98.766,5.6,3.129,2,29,2,0,10,t,t
23950282,121,4.09,4.797,5.863,82.415,6.4,3.129,2,33,1,0,5,f,t
23950284,106,19.354,23.823,17.793,-5.79,19.2,15.903,1,15,4,0,4,t,t
23950285,3962,259.967,32.217,206.097,-516.929,207.2,74.71,1,486,5,0,5,t,t
23950288,216,23.716,11.269,21.319,25.93,24.4,18.244,1,47,1,0,2,f,f
23950289,263,13.766,6.33,12.894,64.956,14.4,7.169,2,70,2,0,7,t,t
23950290,444,15.933,8.414,14.511,55.145,17.2,12.458,3,108,3,0,8,t,t
23950294,201,4.588,7.389,5.312,77.909,6.8,8.076,4,47,1,0,2,f,f
23950301,540,9.107,8.048,10.246,59.604,13.2,12.458,6,128,3,0,12,f,t
23950304,306,10.048,6.307,9.829,70.899,12.4,9.726,3,78,2,0,4,t,t
23950311,217,5.554,8.284,5.322,78.724,8,8.842,4,49,2,0,3,t,t
23950312,569,4.646,5.249,5.747,83.943,7.6,7.794,9,152,4,0,5,t,t
23950314,265,8.739,7.588,9.877,62.247,12.4,11.855,3,64,2,0,10,f,t
23950315,309,10.902,8.834,11.589,54.126,12,10.504,3,71,1,0,8,t,t
23950319,250,28.028,9.158,23.62,30.804,26.8,15.903,1,59,4,0,3,t,t
23950326,441,9.565,9.705,9.754,60.041,12,11.602,5,98,3,0,13,f,t
23950327,216,25.111,6.135,22.899,34.193,27.2,17.122,1,58,4,0,8,f,t
23950331,208,23.164,8.702,21.374,30.877,24,15.903,1,50,1,0,4,t,t
23950333,690,8.818,8.443,9.702,61.347,12.8,12.162,8,161,4,0,11,t,t
23950346,221,7.722,9.234,7.43,71.478,8.8,8.842,3,50,1,0,6,f,t
23950337,303,6.06,4.446,7.21,80.777,8.8,5.985,4,84,2,0,4,t,t
23950339,194,21.499,13.499,20.497,17.573,23.6,19.287,1,39,4,0,4,f,t
23950341,696,8.323,10.278,9.016,56.424,10.4,10.794,10,146,2,0,6,f,f
23950342,253,4.731,5.441,6.969,74.929,9.2,9.516,4,67,3,0,8,f,t
23950345,159,4.611,6.845,4.255,87.115,4.8,3.129,3,38,1,0,6,f,t
23950349,126,4.804,5.689,4.79,90.106,7.6,7.169,2,33,2,0,6,f,t
23950355,563,12.585,10.606,12.669,47.332,15.6,14.265,5,121,5,0,6,f,t
23950357,478,26.475,10.03,22.661,29.662,25.6,16.527,2,109,3,0,6,t,t
23950359,832,14.816,8.58,14.148,53.298,17.2,13.817,6,201,3,0,2,t,f
23950361,846,10.153,9.565,8.583,70.93,10.8,9.995,9,189,5,0,2,f,f
23950364,496,9.621,6.024,9.605,71.796,12,9.889,5,128,3,0,4,f,t
23950365,702,15.365,10.705,14.429,47.182,17.2,14.265,5,156,3,0,6,f,f
23950369,522,9.239,9.256,8.98,65.709,9.6,8.842,6,118,4,0,2,f,f
23950371,94,8.468,3.706,10.236,69.763,12,8.842,1,27,3,0,4,t,t
23950372,325,17.695,8.742,15.807,51.196,18.4,13.024,2,78,5,0,7,t,t
23950374,1327,11.516,7.934,11.334,60.703,13.2,11.375,12,316,2,0,10,f,t
23950375,491,13.161,8.793,12.762,53.882,16.4,14.192,4,113,5,0,3,f,f
23950376,765,17.22,12.9,15.822,37.556,18.4,15.903,5,157,3,0,16,t,t
23950379,173,4.971,6.461,5.884,77.811,8.4,8.842,3,42,1,0,4,t,t
23950387,436,8.628,7.658,7.884,75.943,9.6,8.239,5,105,2,0,8,f,t
23950388,280,31.003,10.378,28.459,3.233,32,22.076,1,63,2,0,2,f,f
23950390,156,3.064,4.077,5.603,79.825,8.4,8.842,3,42,2,0,2,f,f
23950393,2057,19.063,12.641,17.368,33.774,19.6,16.114,12,426,5,0,4,t,t
23950394,1992,34.515,18.208,27.596,-0.374,30.4,22.219,6,345,3,0,4,f,t
23950397,694,9.749,6.558,10.478,64.47,13.2,11.492,7,175,1,0,4,f,t
23950399,202,3.367,5.08,5.365,79.755,8.8,9.516,4,52,2,0,6,f,t
23950455,577,8.423,8.562,8.959,64.924,11.2,10.914,7,134,4,0,7,t,t
23950403,698,11.355,10.979,11.871,47.614,12.4,11.766,7,148,4,0,5,f,t
23950405,193,5.288,6.399,6.433,78.032,8.8,8.842,3,49,1,0,11,t,t
23950420,189,21.374,6.464,19.958,41.029,20,3.129,1,50,3,0,8,f,t
23950411,256,5.089,6.046,5.506,84.978,9.2,9.516,4,66,3,0,16,t,t
23950412,294,35.054,6.689,28.692,26.501,32,13.024,1,77,2,0,10,t,t
23950413,371,20.486,8.48,18.349,43.66,22,15.248,2,90,1,0,8,f,t
23950414,142,1.716,2.6,2.979,98.046,5.2,3.129,3,41,2,0,6,f,t
23950415,83,8.645,8.93,8.588,67.329,11.6,11.208,1,19,2,0,6,t,t
23950417,311,5.936,7.293,8.208,62.219,10.8,11.208,5,73,3,0,2,f,f
23950418,330,4.358,5.904,5.713,78.444,8.4,9.3,6,82,3,0,9,t,t
23950419,319,5.235,7.938,7.421,63.53,9.6,10.126,6,73,1,0,2,t,f
23950423,497,18.077,8.594,16.53,47.795,18.8,13.024,3,120,5,0,12,t,t
23950424,504,57.359,9.572,46.883,-32.674,50,21.194,1,117,1,0,6,f,t
23950426,355,12.237,6.961,12.611,56.891,16.4,14.068,3,88,4,0,23,t,t
23950428,446,16.036,8.751,15.634,46.501,19.6,16.322,3,107,3,0,8,f,t
23950430,1722,22.234,21.045,18.638,9.17,18,16.156,10,268,4,0,6,f,t
23950431,799,7.877,9.788,9.285,57.15,12,11.912,11,177,4,0,14,t,t
23950432,209,5.72,8.961,7.365,62.745,9.6,10.126,4,46,2,0,4,f,t
23950434,162,6.776,4.404,7.607,80.598,10.4,8.842,2,45,3,0,6,t,t
23950435,259,29.068,9.208,24.643,27.035,28,17.122,1,61,1,0,7,f,t
23950438,184,20.509,7.259,18.055,49.33,19.6,8.842,1,47,3,0,4,f,t
23950447,143,6.024,5.964,7.89,71.447,10.4,10.126,2,37,2,0,13,t,t
23950448,622,62.984,14.73,53.925,-77.82,56.4,32.259,1,120,2,0,6,t,t
23950450,242,2.44,3.797,2.967,97.301,5.6,5.684,5,66,4,0,2,t,f
23950463,1028,13.084,11.494,13.534,40.383,16.8,15.322,9,214,2,0,7,f,t
23950464,272,30.981,8.474,25.705,28.327,28.8,14.555,1,66,2,0,13,t,t
23950466,642,12.058,10.801,12.006,49.658,13.6,12.745,6,137,4,0,3,f,f
23950468,745,11.74,10.121,11.734,52.407,13.6,12.29,7,163,4,0,26,f,t
23950471,495,13.387,9.232,13.451,48.494,15.6,13.428,4,112,3,0,14,t,t
23950472,1472,11.23,11.078,10.822,54.402,14,13.241,15,311,2,0,2,f,f
23950552,105,10.387,6.106,9.799,72.897,12,8.842,1,27,1,0,4,f,t
23950477,1096,12.552,7.173,12.754,59.233,16,12.839,9,281,4,0,2,f,f
23950479,261,7.015,8.705,7.155,69.593,9.6,10.126,4,58,3,0,6,f,t
23950484,161,12.652,16.068,10.52,44.575,14,13.024,2,28,2,0,4,f,t
23950489,67,0.602,3.124,1.687,99,5.6,7.169,2,18,2,0,6,f,t
23950504,226,7.942,9.301,9.087,60.192,12.8,12.458,3,51,4,0,20,t,t
23950492,716,7.259,8.759,8.223,65.495,10,10.126,10,165,5,0,12,t,t
23950496,226,7.942,9.301,9.781,55.215,12,11.855,3,51,2,0,6,t,t
23950553,259,9.079,9.056,10.68,53.521,11.6,11.208,3,59,5,0,2,f,f
23950505,167,3.234,5.791,5.42,74.015,10.8,10.686,4,40,4,0,21,t,t
23950507,744,42.618,8.958,35.858,-4.396,38,18.244,2,177,4,0,2,f,f
23950519,158,17.242,10.051,17.133,36.345,19.6,15.903,1,36,1,0,2,f,f
23950512,526,54.942,13.428,46.122,-46.81,48.4,25.98,1,106,4,0,11,t,t
23950514,321,5.608,7.133,7.152,71.93,10.4,10.794,5,79,3,0,10,t,t
23950515,552,10.542,10.989,11.177,49.658,14.4,13.559,6,117,1,0,3,f,f
23950522,1079,13.146,9.903,12.324,53.805,16,14.233,9,238,3,0,4,t,t
23950526,937,14.846,10.521,13.773,47.713,14.4,12.29,7,202,4,0,12,f,t
23950534,1028,15.766,7.669,15.204,51.706,17.6,13.257,7,258,3,0,11,f,t
23950535,309,7.71,10.638,8.024,60.334,11.6,11.602,5,64,1,0,10,f,t
23950536,228,25.457,9.069,21.859,34.525,26,17.122,1,54,1,0,2,f,f
23950540,156,6.407,4.568,6.79,84.673,8.4,3.129,2,43,3,0,8,t,t
23950541,1482,48.049,19.397,38.394,-32.968,40,25.499,3,248,4,0,15,f,t
23950543,245,12.737,7.857,12.167,62.153,13.2,8.842,2,61,1,0,7,t,t
23950545,805,6.571,8.42,7.969,65.833,9.6,9.929,12,188,1,0,7,t,t
23950549,680,14.563,9.077,12.872,60.126,14.8,10.794,5,161,3,0,17,t,t
23950554,525,10.207,5.131,10.723,68.412,12.8,9.889,5,141,3,0,7,f,t
23950557,222,6.034,8.885,7.249,64.911,10.4,10.686,4,49,3,0,8,f,t
23950559,246,26.743,13.179,25.622,0.421,29.6,22.919,1,50,5,0,6,f,t
23950561,443,5.541,8.034,6.975,67.539,9.2,10.126,8,101,2,0,8,f,t
23950564,116,1.361,4.24,4.046,84.456,6.4,7.794,3,31,5,0,4,f,t
23950567,505,6.37,6.621,6.816,78.507,9.2,8.842,7,127,1,0,7,f,t
23950573,402,6.917,10.056,8.303,57.159,11.2,11.208,7,85,2,0,2,f,f
23950577,123,13.26,9.074,10.923,66.622,12.4,8.842,1,28,3,0,5,f,t
23950580,343,8.64,8.142,9.789,60.948,11.6,11.208,4,81,3,0,10,f,t
23950581,454,3.553,5.453,5.298,79.839,7.2,8.167,9,115,4,0,12,f,t
23950583,190,8.867,5.143,9.626,71.47,11.2,8.842,2,51,3,0,4,f,t
23950584,341,11.632,6.829,11.425,63.618,14,11.208,3,85,1,0,6,t,t
23950586,309,16.725,8.467,14.926,54.845,18,13.024,2,75,3,0,2,t,f
23950587,1611,54.281,15.311,44.488,-42.812,46.8,26.683,3,305,4,0,6,f,t
23950597,1274,18.164,14.096,16.297,34.102,19.2,16.678,8,251,4,0,4,f,t
23950599,522,15.424,13.343,13.443,44.1,15.6,14.192,4,102,4,0,5,t,t
23950603,537,63.026,8.53,51.721,-44.206,56,23.727,1,130,3,0,14,f,t
23950604,245,6.426,8.437,6.936,69.824,9.2,10.126,4,55,3,0,2,f,f
23950607,254,15.235,13.732,13.712,40.392,17.6,15.903,2,49,2,0,3,f,t
23950608,403,22.3,9.186,20.697,31.277,22.4,15.248,2,95,2,0,24,t,t
23950613,386,42.857,38.332,42.652,-135.924,30,24.504,1,42,3,0,6,f,t
23950617,965,34.243,13.803,28.606,3.959,30.4,19.287,3,192,3,0,83,t,t
23950620,343,12.61,10.137,12.096,52.868,13.6,11.855,3,75,4,0,4,f,t
23950622,402,13.214,17.02,13.835,20.099,16.8,14.555,5,68,2,0,10,f,t
23950627,283,10.995,11.452,11.28,49.219,13.6,13.024,3,59,3,0,5,t,t
23950628,127,3.41,1.445,6.507,84.92,8,3.129,2,41,2,0,4,t,t
23950629,187,21.881,4.597,19.237,53.325,22.8,11.208,1,54,2,0,7,t,t
23950630,723,16.618,12.773,14.735,40.716,17.2,15.112,5,144,5,0,23,f,t
23950633,615,59.391,17.74,46.852,-48.485,51.2,29.924,1,108,3,0,4,f,t
23950637,282,15.019,6.646,14.148,59.529,16.8,11.208,2,74,4,0,4,f,t
23950640,670,14.166,7.831,13.122,60.472,15.2,11.208,5,167,4,0,4,t,t
23950641,1265,34.52,11.492,29.052,8.337,33.6,22.29,4,273,4,0,6,f,t
23950671,285,15.246,8.181,14.074,56.496,16,11.208,2,70,3,0,14,f,t
23950643,396,44.027,10.407,37.814,-17.529,40,21.194,1,89,1,0,9,f,t
23950647,382,6.562,5.7,7.786,74.863,9.2,7.554,5,100,4,0,7,f,t
23950649,253,13.517,8.457,12.515,57.879,15.6,13.024,2,59,2,0,6,t,t
23950650,288,3.41,5.76,4.659,83.03,6.8,7.794,6,72,4,0,9,f,t
23950651,244,6.34,8.33,7.58,65.21,10.8,11.208,4,55,2,0,5,t,f
23950652,278,5.119,9.043,5.398,74.47,6.4,7.794,6,61,4,0,5,f,t
23950653,534,10.245,11.034,9.507,60.445,12.8,12.458,6,113,2,0,3,f,t
23950654,523,8.12,6.189,8.53,73.682,10,8.344,6,134,4,0,2,f,f
23950655,361,6.139,8.13,8.447,58.841,10.8,11.208,6,82,4,0,3,f,t
23950656,542,9.181,8.14,10.522,57.621,14,13.295,6,128,3,0,8,f,t
23950658,250,12.885,5.541,13.598,59.018,16.4,12.162,2,69,3,0,4,t,t
23950660,289,9.921,8.232,11.471,53.196,14,13.024,3,68,4,0,17,f,t
23950663,286,7.827,9.939,9.095,57.906,10.4,10.686,4,63,5,0,5,f,t
23950667,499,8.786,9.21,8.985,64.188,12.4,12.162,6,113,3,0,4,f,f
23950669,457,16.57,9.836,13.906,57.704,16.4,11.855,3,105,3,0,6,f,t
23950670,179,5.064,6.162,6.757,72.739,8,8.842,3,44,4,0,2,t,f
23950674,220,7.222,10.996,6.104,71.336,9.6,10.126,4,45,3,0,2,t,f
23950677,250,7.76,6.573,7.584,78.091,9.6,7.794,3,63,2,0,6,f,t
23950679,205,22.686,9.355,20.584,32.978,24,17.122,1,48,2,0,6,f,t
23950693,446,5.132,8.469,6.443,68.657,9.6,9.995,9,100,3,0,4,f,t
23950694,307,35.35,8.31,30.18,12.27,32.4,15.903,1,75,1,0,6,t,t
23950696,277,7.154,9.097,8.908,59.249,10.8,11.208,4,63,3,0,2,f,f
23950697,95,9.909,8.634,10.69,57.605,12.4,11.208,1,22,2,0,6,f,t
23950698,1094,24.02,11.274,21.864,23.09,24.8,18.669,5,238,2,0,5,f,t
23950702,256,14.101,10.126,13.241,50.004,16.8,14.555,2,56,4,0,7,t,t
23950703,439,11.52,8.304,12.668,50.103,15.2,13.817,4,103,2,0,9,t,t
23950706,25,1.195,3.742,0.517,102.045,2.4,3.129,1,6,3,0,5,f,t
23950713,344,6.673,8.214,7.481,70.281,9.6,9.889,5,81,3,0,5,f,t
23950714,741,16,8.998,15.637,45.649,19.6,15.903,5,176,3,0,17,t,t
23950716,264,8.982,12.103,9.903,47.217,12,11.698,4,52,3,0,9,t,t
23950718,179,8.927,7.719,10.632,57.129,10,8.842,2,43,2,0,11,t,t
23950721,246,5.008,6.57,6.823,73.754,7.2,7.169,4,62,2,0,2,f,f
23950722,343,12.186,8.773,12.305,53.742,14.8,13.024,3,79,1,0,9,f,t
23950727,449,8.292,5.612,9.014,72.471,10.4,8.239,5,118,3,0,17,f,t
23950734,309,5.984,7.478,6.579,73.544,9.2,9.889,5,72,4,0,35,t,t
23950736,365,13.116,9.102,12.26,56.44,15.6,13.559,3,83,3,0,8,f,t
23950743,111,5.178,7.346,6.272,73.248,6.4,7.169,2,26,4,0,3,t,t
23950818,212,6.874,8.174,7.902,68.094,8.8,8.842,3,50,4,0,5,t,t
23950744,416,8.695,8.992,8.092,70.891,11.2,10.794,5,95,4,0,4,f,f
23950750,187,2.987,6.232,5.81,69.08,8.4,9.387,5,44,3,0,10,f,t
23950753,199,5.448,6.183,7.236,73.462,8.8,8.842,3,51,2,0,9,t,t
23950768,3190,71.438,10.296,58.844,-70.337,62,26.122,5,720,1,0,6,f,t
23950759,636,9.448,8.683,9.698,62.936,11.6,10.914,7,147,5,0,4,t,t
23950762,1080,12.471,7.114,12.483,58.205,14.8,12.262,9,266,5,0,41,f,t
23950764,194,8.949,12.27,8.603,55.947,7.6,8.842,3,38,2,0,2,f,f
23950765,135,14.338,8.295,12.298,65.667,14.4,8.842,1,33,1,0,2,f,f
23953202,78,8.681,10.225,9.781,55.215,11.2,11.208,1,17,3,0,4,t,t
23950769,663,75.114,9.891,61.157,-72.675,66.4,29.924,1,152,3,0,23,t,t
23950772,256,30.302,6.374,26.027,29.577,29.2,14.555,1,68,2,0,4,f,t
23950773,372,4.164,4.473,5.655,85.098,7.2,6.427,6,103,1,0,2,f,f
23950784,430,9.516,10.144,9.191,62.653,11.6,11.602,5,94,2,0,5,t,t
23950786,397,21.813,11.39,19.429,32.355,21.6,15.903,2,86,4,0,9,f,t
23950788,70,5.055,3.815,6.37,85.015,10,8.842,1,20,2,0,4,f,t
23950795,210,5.887,6.106,7.382,74.198,10.8,10.504,3,54,2,0,3,t,f
23950801,142,4.02,8.18,6.465,62.517,7.6,8.842,4,31,2,0,2,f,f
23950807,468,7.239,6.963,8.429,69.063,12,11.538,6,116,3,0,8,t,t
23950812,253,4.875,5.778,7.472,70.878,10.4,10.686,4,66,1,0,4,f,t
23950813,166,7.686,6.48,8.614,70.706,11.2,10.126,2,42,3,0,4,t,t
23950822,282,4.72,6.272,6.893,70.219,10.8,11.208,5,69,4,0,4,f,t
23950826,286,9.842,8.342,9.675,65.474,12.8,11.855,3,67,2,0,5,t,t
23953227,66,1.106,4.067,4.384,78.772,7.6,8.842,2,17,3,0,4,t,t
23950832,210,8.739,10.965,9.484,52.598,12.8,12.458,3,43,1,0,4,f,f
23950834,53,4.272,6.213,5.818,76.502,8,8.842,1,13,3,0,2,f,f
23950837,72,7.018,8.146,9.087,60.192,11.2,11.208,1,17,2,0,4,f,t
23950839,343,4.802,6.251,6.025,76.804,9.2,9.726,6,84,2,0,2,f,f
23950840,510,6.799,7.425,7.496,72.871,8.8,8.842,7,124,2,0,4,f,t
23954329,260,6.48,7.723,7.763,66.12,12.4,12.162,4,60,3,0,2,f,f
23950845,397,47.269,7.583,39.222,-8.029,43.6,20.267,1,100,3,0,7,f,t
23950846,286,15.38,8.973,13.288,60.354,15.6,11.208,2,68,1,0,9,t,t
23950849,872,19.772,14.591,17.771,27.857,21.2,18.244,5,169,3,0,4,t,t
23950850,117,12.072,6.963,11.182,66.545,14,11.208,1,29,3,0,6,t,t
23950851,236,7.753,8.022,8.758,65.52,10,9.726,3,56,3,0,2,f,f
23950855,127,17.554,18.82,15.076,24.377,17.6,15.903,1,21,1,0,4,f,t
23950860,105,11.572,10.089,10.31,62.107,12.4,11.208,1,23,2,0,2,t,f
23950861,427,11.82,10.243,9.718,66.798,12,10.686,4,93,4,0,11,f,t
23950862,627,14.213,11.391,14.355,38.811,17.6,15.645,5,131,3,0,8,f,t
23950863,45,3.338,6.295,2.645,95.688,4.4,3.129,1,11,3,0,5,t,t
23950864,394,9.979,7.628,10.441,62.508,12.8,11.698,4,95,2,0,6,f,t
23950867,298,6.538,6.295,7.812,72.895,9.6,8.842,4,76,4,0,6,t,t
23950871,639,6.332,6.871,7.627,71.847,10,10.254,9,159,3,0,2,t,f
23950873,224,12.351,10.126,12.267,50.751,14.4,13.024,2,49,1,0,6,t,t
23950874,52,3.064,4.077,3.356,95.939,5.6,3.129,1,14,1,0,5,f,t
23950876,298,10.686,9.397,10.204,61.686,12.8,11.855,3,67,2,0,4,t,t
23950881,2148,23.837,15.672,19.402,27.557,22,17.239,10,402,4,0,6,t,t
23950882,272,14.41,7.76,13.114,61.599,16.4,12.162,2,68,4,0,7,f,t
23950883,353,9.096,8.556,10.393,57.064,13.6,13.024,4,82,2,0,2,f,f
23950887,525,19.183,10.185,18.324,34.341,21.2,16.728,3,119,2,0,6,t,t
23950888,774,21.702,15.003,19.012,24.66,21.6,17.694,4,148,3,0,6,t,t
23950891,502,19.292,15.324,18.745,17.07,21.6,18.599,3,95,3,0,2,f,f
23950894,169,7.509,5.32,8.394,74.958,11.2,10.126,2,45,3,0,6,f,t
23950895,81,6.414,11.018,6.705,61.24,10.4,10.126,2,16,3,0,4,t,t
23950896,184,20.625,6.778,19.355,41.79,21.6,13.024,1,48,3,0,7,f,t
23950898,324,34.982,26.608,29.231,-34.36,30.4,24.504,1,45,3,0,11,f,t
23950909,460,12.83,10.568,12.895,46.696,13.6,12.162,4,99,3,0,7,f,t
23950911,1739,43.306,18.572,38.966,-51.609,39.6,28.194,4,298,5,0,9,f,t
23950912,414,5.881,7.868,6.595,71.948,8.8,9.607,7,95,2,0,2,f,f
23950914,224,11.26,5.948,12.606,56.334,15.6,13.024,2,58,2,0,8,f,t
23950916,410,7.619,6.646,8.941,67.65,11.2,10.794,5,103,4,0,2,f,f
23950918,377,9.855,8.723,11.067,54.455,14.8,13.817,4,87,5,0,7,f,t
23950919,496,10.102,7.75,10.252,63.954,12.4,11.208,5,119,1,0,10,t,t
23950925,76,5.633,2.663,6.719,87.855,10.8,8.842,1,23,1,0,4,t,t
23950933,314,10.329,6.033,11.11,63.497,13.2,10.504,3,81,2,0,10,f,t
23950937,1116,10.81,9.079,10.79,58.829,13.6,12.405,11,254,5,0,2,f,f
23950939,604,8.612,7.905,9.723,61.993,12,11.492,7,144,1,0,3,t,f
23950940,285,15.409,9.634,14.98,46.44,18,14.555,2,66,2,0,4,f,t
23950946,174,3.484,7.478,4.698,75.272,5.6,7.554,5,39,2,0,2,f,f
23950947,466,12.393,8.614,13.733,44.697,15.6,13.817,4,108,3,0,6,f,t
23950954,334,18.241,8.487,17.249,43.528,19.2,13.817,2,81,4,0,4,t,t
23950955,87,7.33,2.909,8.165,82.83,10.4,3.129,1,26,3,0,8,t,t
23950956,446,10.986,4.885,11.287,70.691,13.2,8.076,4,127,5,0,6,f,t
23950960,567,5.852,6.938,7.304,69.41,10.4,10.746,9,135,3,0,6,f,t
